---,ObjectModel,Category,Icon,SubCategory,SocketClassIDs,PlugClassIDs,NiceName,bShowInDrawer,VariantOf
^BLDWALLUNIT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLDWALLUNIT.BLDWALLUNIT'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLDWALLUNIT.BLDWALLUNIT'","Decorative Technology","","(""PROP"")","WALL UNIT","True","None"
^BLD_DATASIGN,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_DATASIGN.BLD_DATASIGN'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_DATASIGN.BLD_DATASIGN'","Interior Decoration","","","DATA DISPLAY UNIT","True","None"
^BLD_EXPD_BASE01,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_EXPD_BASE01.BLD_EXPD_BASE01'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_EXPD_BASE01.BLD_EXPD_BASE01'","Interior Decoration","","","PIONEERS EXPEDITION FLAG","True","None"
^BLD_FIREPIT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_FIREPIT.BLD_FIREPIT'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_FIREPIT.BLD_FIREPIT'","Interior Decoration","","","FLAMING BARREL","True","None"
^BLD_FLYJAR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_FLYJAR.BLD_FLYJAR'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_FLYJAR.BLD_FLYJAR'","Lighting","","(""PROP"")","BIO-LANTERN","True","None"
^BLD_MAPTUBE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_MAPTUBE.BLD_MAPTUBE'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_MAPTUBE.BLD_MAPTUBE'","Interior Decoration","","","NAVIGATION ARCHIVE","True","None"
^BLD_MINI_BIOFRI,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_MINI_BIOFRI.BLD_MINI_BIOFRI'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_MINI_BIOFRI.BLD_MINI_BIOFRI'","Interior Decoration","","","ORGANIC FRIGATE CALF","True","None"
^BLD_PLANET_HOLO,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_PLANET_HOLO.BLD_PLANET_HOLO'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_PLANET_HOLO.BLD_PLANET_HOLO'","Decorative Technology","","(""PROP"")","HOLOGRAPHIC CHART PROJECTOR","True","None"
^BLD_SKULL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BLD_SKULL.BLD_SKULL'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BLD_SKULL.BLD_SKULL'","Interior Decoration","","","TITANIC TROPHY","True","None"
^BOXEDSCREEN,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BOXEDSCREEN.BOXEDSCREEN'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BOXEDSCREEN.BOXEDSCREEN'","Decorative Technology","","(""PROP"")","OSCILLOSCOPE","True","None"
^BP_ANALYSER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BP_ANALYSER.BP_ANALYSER'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BP_ANALYSER.BP_ANALYSER'","Portable Units","","(""PROP"")","CONSTRUCTION RESEARCH UNIT","True","None"
^BRIDGECONNECTOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BRIDGECONNECTOR.BRIDGECONNECTOR'","Legacy Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BRIDGECONNECTOR.BRIDGECONNECTOR'","Freighter","","","","True","None"
^BUILDAMCRATE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDAMCRATE.BUILDAMCRATE'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDAMCRATE.BUILDAMCRATE'","Interior Decoration","","(""PROP"")","SMALL CRATE","True","None"
^BUILDANTIMATTER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDANTIMATTER.BUILDANTIMATTER'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDANTIMATTER.BUILDANTIMATTER'","General Utility","","(""PROP"")","ANTIMATTER REACTOR","True","None"
^BUILDBEACON,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDBEACON.BUILDBEACON'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDBEACON.BUILDBEACON'","Portable Units","","(""PROP"")","SAVE BEACON","True","None"
^BUILDBED,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDBED.BUILDBED'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDBED.BUILDBED'","Interior Decoration","","(""PROP"")","BED","True","None"
^BUILDCANRACK,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDCANRACK.BUILDCANRACK'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDCANRACK.BUILDCANRACK'","Decorative Technology","","(""PROP"")","CANISTER RACK","True","None"
^BUILDCHAIR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDCHAIR.BUILDCHAIR'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDCHAIR.BUILDCHAIR'","Interior Decoration","","(""PROP"")","DESK CHAIR","True","None"
^BUILDCHAIR2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDCHAIR2.BUILDCHAIR2'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDCHAIR2.BUILDCHAIR2'","Interior Decoration","","(""PROP"")","ARMCHAIR","True","None"
^BUILDCHAIR3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDCHAIR3.BUILDCHAIR3'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDCHAIR3.BUILDCHAIR3'","Interior Decoration","","(""PROP"")","ADJUSTABLE CHAIR","True","None"
^BUILDCHAIR4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDCHAIR4.BUILDCHAIR4'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDCHAIR4.BUILDCHAIR4'","Interior Decoration","","","CLASSIC CHAIR","True","None"
^BUILDDECAL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECAL.BUILDDECAL'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECAL.BUILDDECAL'","Decals","","","WHITE DESIGN DECAL","True","None"
^BUILDDECAL2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECAL2.BUILDDECAL2'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECAL2.BUILDDECAL2'","Decals","","","WHITE BORDER DECAL","True","None"
^BUILDDECALNMS,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNMS.BUILDDECALNMS'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNMS.BUILDDECALNMS'","Decals","","","ATLAS DECAL","True","None"
^BUILDDECALNUM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM0.BUILDDECALNUM0'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM0.BUILDDECALNUM0'","Decals","","","'0' DECAL","True","None"
^BUILDDECALNUM1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM1.BUILDDECALNUM1'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM1.BUILDDECALNUM1'","Decals","","","'1' DECAL","True","None"
^BUILDDECALNUM2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM2.BUILDDECALNUM2'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM2.BUILDDECALNUM2'","Decals","","","'2' DECAL","True","None"
^BUILDDECALNUM3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM3.BUILDDECALNUM3'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM3.BUILDDECALNUM3'","Decals","","","'3' DECAL","True","None"
^BUILDDECALNUM4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM4.BUILDDECALNUM4'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM4.BUILDDECALNUM4'","Decals","","","'4' DECAL","True","None"
^BUILDDECALNUM5,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM5.BUILDDECALNUM5'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM5.BUILDDECALNUM5'","Decals","","","'5' DECAL","True","None"
^BUILDDECALNUM6,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM6.BUILDDECALNUM6'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM6.BUILDDECALNUM6'","Decals","","","'6' DECAL","True","None"
^BUILDDECALNUM7,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM7.BUILDDECALNUM7'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM7.BUILDDECALNUM7'","Decals","","","'7' DECAL","True","None"
^BUILDDECALNUM8,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM8.BUILDDECALNUM8'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM8.BUILDDECALNUM8'","Decals","","","'8' DECAL","True","None"
^BUILDDECALNUM9,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALNUM9.BUILDDECALNUM9'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALNUM9.BUILDDECALNUM9'","Decals","","","'9' DECAL","True","None"
^BUILDDECALSIMP1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALSIMP1.BUILDDECALSIMP1'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALSIMP1.BUILDDECALSIMP1'","Decals","","","BLUE DESIGN DECAL","True","None"
^BUILDDECALSIMP2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALSIMP2.BUILDDECALSIMP2'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALSIMP2.BUILDDECALSIMP2'","Decals","","","GREEN DESIGN DECAL","True","None"
^BUILDDECALSIMP3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALSIMP3.BUILDDECALSIMP3'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALSIMP3.BUILDDECALSIMP3'","Decals","","","RED DESIGN DECAL","True","None"
^BUILDDECALSIMP4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALSIMP4.BUILDDECALSIMP4'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALSIMP4.BUILDDECALSIMP4'","Decals","","","BLACK DESIGN DECAL","True","None"
^BUILDDECALVIS1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALVIS1.BUILDDECALVIS1'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALVIS1.BUILDDECALVIS1'","Decals","","","VY'KEEN DECAL","True","None"
^BUILDDECALVIS2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALVIS2.BUILDDECALVIS2'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALVIS2.BUILDDECALVIS2'","Decals","","","GEK DECAL","True","None"
^BUILDDECALVIS3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALVIS3.BUILDDECALVIS3'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALVIS3.BUILDDECALVIS3'","Decals","","","KORVAX DECAL","True","None"
^BUILDDECALVIS4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALVIS4.BUILDDECALVIS4'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALVIS4.BUILDDECALVIS4'","Decals","","","BLOB DECAL","True","None"
^BUILDDECALVIS5,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDECALVIS5.BUILDDECALVIS5'","Wall Art","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDECALVIS5.BUILDDECALVIS5'","Decals","","","CURIOUS FAUNA DECAL","True","None"
^BUILDDOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDOOR.BUILDDOOR'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDOOR.BUILDDOOR'","Doors and Ladders","(""CORRIDOR_DOOR"",""POWERDOOR"")","(""CORRIDOR_DOOR"")","DOOR","True","None"
^BUILDDOOR_WATER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDDOOR_WATER.BUILDDOOR_WATER'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDDOOR_WATER.BUILDDOOR_WATER'","Doors and Ladders","(""CORRIDOR_DOOR"")","(""CORRIDOR_DOOR"")","WATERTIGHT DOOR","True","None"
^BUILDFLATPANEL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDFLATPANEL.BUILDFLATPANEL'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDFLATPANEL.BUILDFLATPANEL'","Decorative Technology","","(""PROP"")","FLAT PANEL","True","None"
^BUILDGASHARVEST,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDGASHARVEST.BUILDGASHARVEST'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDGASHARVEST.BUILDGASHARVEST'","Portable Units","","(""PROP"")","ATMOSPHERE HARVESTER","True","None"
^BUILDHARVESTER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDHARVESTER.BUILDHARVESTER'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDHARVESTER.BUILDHARVESTER'","Portable Units","","(""PROP"")","AUTONOMOUS MINING UNIT","True","None"
^BUILDHCABINET,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDHCABINET.BUILDHCABINET'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDHCABINET.BUILDHCABINET'","Decorative Technology","","(""PROP"")","TALL CABINET","True","None"
^BUILDLABLAMP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLABLAMP.BUILDLABLAMP'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLABLAMP.BUILDLABLAMP'","Decorative Technology","","","LAB LAMP","True","None"
^BUILDLADDER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLADDER.BUILDLADDER'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLADDER.BUILDLADDER'","Doors and Ladders","","(""MAINROOMLADDER"")","LADDER","True","None"
^BUILDLANDINGPAD,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLANDINGPAD.BUILDLANDINGPAD'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLANDINGPAD.BUILDLANDINGPAD'","General Utility","(""LANDINGPAD"")","(""LANDINGPAD_to_LANDINGPAD"",""LANDINGPAD_to_WALL"")","LANDING PAD","True","None"
^BUILDLCRATE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLCRATE.BUILDLCRATE'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLCRATE.BUILDLCRATE'","Interior Decoration","","(""PROP"")","LOCKED CRATE","True","None"
^BUILDLIGHT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLIGHT.BUILDLIGHT'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLIGHT.BUILDLIGHT'","Lighting","(""LAMP"")","","SQUARED STANDING LIGHT","True","None"
^BUILDLIGHT2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLIGHT2.BUILDLIGHT2'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLIGHT2.BUILDLIGHT2'","Lighting","(""LAMP"")","","ROUNDED STANDING LIGHT","True","None"
^BUILDLIGHT3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLIGHT3.BUILDLIGHT3'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLIGHT3.BUILDLIGHT3'","Lighting","(""LAMP"")","","CAPPED STANDING LIGHT","True","None"
^BUILDLIGHTTABLE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLIGHTTABLE.BUILDLIGHTTABLE'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLIGHTTABLE.BUILDLIGHTTABLE'","Decorative Technology","","(""PROP"")","LIGHT TABLE","True","None"
^BUILDLOCKER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDLOCKER.BUILDLOCKER'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDLOCKER.BUILDLOCKER'","Decorative Technology","","(""PROP"")","LOCKER","True","None"
^BUILDPAVING,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDPAVING.BUILDPAVING'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDPAVING.BUILDPAVING'","Structural Adornments","","(""PROP"")","SMALL PAVING","True","None"
^BUILDPAVINGTALL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDPAVINGTALL.BUILDPAVINGTALL'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDPAVINGTALL.BUILDPAVINGTALL'","Structural Adornments","","(""PROP"")","RAISED SMALL PAVING","True","None"
^BUILDPAVING_BIG,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDPAVING_BIG.BUILDPAVING_BIG'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDPAVING_BIG.BUILDPAVING_BIG'","Structural Adornments","","(""PROP"")","PAVING","True","None"
^BUILDRAMP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDRAMP.BUILDRAMP'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDRAMP.BUILDRAMP'","Rooms and Foundations","(""DOOR_RAMP"")","(""DOOR_RAMP"")","ACCESS RAMP","True","None"
^BUILDSAVE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSAVE.BUILDSAVE'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSAVE.BUILDSAVE'","Portable Units","","(""PROP"")","SAVE POINT","True","None"
^BUILDSIDEPANEL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSIDEPANEL.BUILDSIDEPANEL'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSIDEPANEL.BUILDSIDEPANEL'","Decorative Technology","","(""PROP"")","SIDE PANEL","True","None"
^BUILDSIGNAL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSIGNAL.BUILDSIGNAL'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSIGNAL.BUILDSIGNAL'","Portable Units","","(""PROP"")","SIGNAL BOOSTER","True","None"
^BUILDSIMPLEDESK,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSIMPLEDESK.BUILDSIMPLEDESK'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSIMPLEDESK.BUILDSIMPLEDESK'","Interior Decoration","","(""PROP"")","SIMPLE DESK","True","None"
^BUILDSOFA,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSOFA.BUILDSOFA'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSOFA.BUILDSOFA'","Interior Decoration","","(""PROP"")","SOFA","True","None"
^BUILDSOFA2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSOFA2.BUILDSOFA2'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSOFA2.BUILDSOFA2'","Interior Decoration","","(""PROP"")","SWEPT SOFA","True","None"
^BUILDSOFA2L,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDSOFA2L.BUILDSOFA2L'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDSOFA2L.BUILDSOFA2L'","Interior Decoration","","(""PROP"")","CORNER SOFA","True","None"
^BUILDTABLE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDTABLE.BUILDTABLE'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDTABLE.BUILDTABLE'","Interior Decoration","","(""PROP"")","ROUND TABLE","True","None"
^BUILDTABLE2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDTABLE2.BUILDTABLE2'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDTABLE2.BUILDTABLE2'","Interior Decoration","","(""PROP"")","HEXAGONAL TABLE","True","None"
^BUILDTABLE3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDTABLE3.BUILDTABLE3'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDTABLE3.BUILDTABLE3'","Interior Decoration","","(""PROP"")","CORNER TABLE","True","None"
^BUILDTERMINAL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDTERMINAL.BUILDTERMINAL'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDTERMINAL.BUILDTERMINAL'","Specialist Terminals","","","GALACTIC TRADE TERMINAL","True","None"
^BUILDWINDOW,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDWINDOW.BUILDWINDOW'","Large Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDWINDOW.BUILDWINDOW'","Rooms and Foundations","","(""MAINROOMWINDOW"")","ANGLED WINDOW","True","None"
^BUILDWORKTOP,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILDWORKTOP.BUILDWORKTOP'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILDWORKTOP.BUILDWORKTOP'","Decorative Technology","","(""PROP"")","WORKTOP","True","None"
^BUILD_REFINER1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILD_REFINER1.BUILD_REFINER1'","Deployable Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILD_REFINER1.BUILD_REFINER1'","Portable Units","","(""PROP"")","PORTABLE REFINER","True","None"
^BUILD_REFINER2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILD_REFINER2.BUILD_REFINER2'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILD_REFINER2.BUILD_REFINER2'","General Utility","","(""PROP"")","MEDIUM REFINER","True","None"
^BUILD_REFINER3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BUILD_REFINER3.BUILD_REFINER3'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BUILD_REFINER3.BUILD_REFINER3'","General Utility","","(""PROP"")","LARGE REFINER","True","None"
^BYTEBEAT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BYTEBEAT.BYTEBEAT'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BYTEBEAT.BYTEBEAT'","General Utility","(""POWERBYTEBEAT"")","(""PROP"")","BYTEBEAT DEVICE","True","None"
^BYTEBEATSWITCH,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/BYTEBEATSWITCH.BYTEBEATSWITCH'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/BYTEBEATSWITCH.BYTEBEATSWITCH'","General Utility","(""POWERBYTEBEATSWITCH"")","","BYTEBEAT SWITCH","True","None"
^CARBONPLANTER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CARBONPLANTER.CARBONPLANTER'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CARBONPLANTER.CARBONPLANTER'","Farming","","","STANDING PLANTER","True","None"
^CEILINGLIGHT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CEILINGLIGHT.CEILINGLIGHT'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CEILINGLIGHT.CEILINGLIGHT'","Lighting","","","CEILING LIGHT","True","None"
^CONTAINER0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CONTAINER0.CONTAINER0'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CONTAINER0.CONTAINER0'","Storage","(""CUBEVERTICAL"",""CUBEHORIZONTAL"")","(""CUBEVERTICAL"",""CUBEHORIZONTAL"",""CUBEBOTTOM"")","STORAGE CONTAINER","True","None"
^CONTAINER1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CONTAINER1.CONTAINER1'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CONTAINER1.CONTAINER1'","Storage","(""CUBEVERTICAL"",""CUBEHORIZONTAL"")","(""CUBEVERTICAL"",""CUBEHORIZONTAL"",""CUBEBOTTOM"")","STORAGE CONTAINER","True","None"
^CONTAINER2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CONTAINER2.CONTAINER2'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CONTAINER2.CONTAINER2'","Storage","(""CUBEVERTICAL"",""CUBEHORIZONTAL"")","(""CUBEVERTICAL"",""CUBEHORIZONTAL"",""CUBEBOTTOM"")","STORAGE CONTAINER","True","None"
^CONTAINER3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CONTAINER3.CONTAINER3'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CONTAINER3.CONTAINER3'","Storage","(""CUBEVERTICAL"",""CUBEHORIZONTAL"")","(""CUBEVERTICAL"",""CUBEHORIZONTAL"",""CUBEBOTTOM"")","STORAGE CONTAINER","True","None"
^CONTAINER4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/CONTAINER4.CONTAINER4'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/CONTAINER4.CONTAINER4'","Storage","(""CUBEVERTICAL"",""CUBEHORIZONTAL"")","(""CUBEVERTICAL"",""CUBEHORIZONTAL"",""CUBEBOTTOM"")","STORAGE CONTAINER","True","None"
